,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,Y_true,Y_pred
40012,9532,219844,232.9875,232.9875,0,0,0,1.0,36,30.92856
110200,9221,222765,179.55,221.5875,0,0,1,0.8102893890675241,41,40.50731
64603,9890,216419,89.0625,106.875,0,1,1,0.8333333333333334,105,109.61457
84372,8063,219009,190.95,190.95,0,0,0,1.0,65,84.325294
86004,9279,547934,177.4125,177.4125,0,0,0,1.0,7,12.065963
101675,8094,217777,234.4125,234.4125,0,0,0,1.0,31,26.084135
24983,9498,219029,312.7875,312.7875,0,0,0,1.0,33,31.588203
45533,9250,320485,205.9125,205.9125,0,0,0,1.0,17,15.010291
10066,9632,223153,212.325,212.325,0,0,0,1.0,14,38.179226
26310,9789,216418,87.6375,87.6375,0,0,0,1.0,26,35.336674
94500,9823,223245,205.2,205.2,0,0,0,1.0,91,78.125374
107948,9279,245338,469.5375,469.5375,0,0,0,1.0,20,16.169447
132510,9680,245338,345.5625,469.5375,1,0,1,0.7359635811836115,33,25.378954
105081,9961,378934,213.0375,213.0375,0,0,0,1.0,8,10.819858
117623,9809,216419,109.0125,106.875,0,1,0,1.02,57,74.95255
42870,8121,378934,205.9125,205.9125,0,0,0,1.0,21,17.234589
145246,9731,223153,236.55,236.55,0,0,0,1.0,13,9.014423
123969,9112,216233,118.9875,118.9875,0,0,0,1.0,65,77.29299
110376,9436,217217,233.7,233.7,0,0,0,1.0,20,17.466627
135449,8991,219844,232.9875,232.9875,0,0,0,1.0,38,25.156687
68725,9442,216418,106.1625,106.1625,0,0,0,1.0,75,65.76354
30005,9961,320485,205.9125,205.9125,0,0,0,1.0,33,15.866699
106238,9961,223245,227.2875,227.2875,0,0,0,1.0,21,41.45954
25347,9909,300021,88.35,88.35,0,0,0,1.0,20,13.977804
14961,9909,223153,191.6625,211.6125,0,1,1,0.9057239057239056,131,143.34984
37899,9823,219009,213.75,213.75,0,0,0,1.0,159,163.10066
12168,9425,216425,116.1375,116.1375,0,0,0,1.0,21,13.335775
143607,9112,219009,199.5,199.5,0,0,0,1.0,129,126.642815
107977,9328,222765,178.125,208.7625,0,0,1,0.8532423208191127,50,43.459606
11337,9823,320485,205.2,205.2,0,0,0,1.0,49,49.40123
119686,9498,216418,67.6875,86.2125,1,0,1,0.7851239669421487,35,56.911488
50667,9872,217390,165.3,165.3,0,0,0,1.0,42,36.25909
56415,9809,222087,210.1875,234.4125,0,0,1,0.8966565349544073,60,47.484154
90877,9611,222765,149.625,234.4125,1,0,1,0.6382978723404256,139,143.76503
88412,9432,300021,87.6375,87.6375,0,0,0,1.0,32,20.60231
4335,9731,223245,210.9,210.9,0,0,0,1.0,28,25.387503
42429,9713,216425,133.2375,133.2375,0,0,0,1.0,37,31.2365
137190,9789,216418,87.6375,87.6375,0,0,0,1.0,46,35.336674
101484,9872,300021,89.0625,89.0625,0,0,0,1.0,13,18.97356
117143,9250,320485,213.0375,213.0375,0,0,0,1.0,16,17.737822
10930,9281,216418,84.7875,84.7875,0,0,0,1.0,24,36.600025
129764,9132,222087,175.9875,219.45,0,0,1,0.8019480519480521,16,19.485846
53398,8555,222087,170.2875,218.7375,1,0,1,0.778501628664495,24,57.4459
70739,8562,223245,204.4875,204.4875,0,0,0,1.0,19,57.980667
84232,9881,378934,213.0375,213.0375,0,0,0,1.0,8,12.202315
39741,9221,219009,227.2875,227.2875,0,0,0,1.0,53,35.328587
44631,9532,217777,223.725,223.725,0,0,0,1.0,18,32.12199
40388,9954,245387,469.5375,469.5375,0,0,0,1.0,6,10.184127
135191,8063,217777,235.8375,235.8375,0,0,0,1.0,18,19.808813
60224,8317,320485,205.9125,205.9125,0,0,0,1.0,44,47.353127
110364,9432,219009,190.95,190.95,0,0,0,1.0,68,75.09901
9358,8222,222765,219.45,219.45,0,0,0,1.0,108,83.67767
20959,8317,398721,469.5375,469.5375,0,0,0,1.0,17,10.393317
81162,8991,217217,233.7,233.7,0,0,0,1.0,8,19.069613
84452,8121,223245,209.475,197.3625,1,0,0,1.0613718411552346,96,79.71819
19863,8422,216419,84.075,84.075,0,0,0,1.0,52,34.266815
87118,9250,245387,355.5375,498.0375,1,1,1,0.7138769670958512,90,104.19207
21197,9132,223153,212.325,212.325,0,0,0,1.0,24,36.691402
63273,9789,217390,141.7875,141.7875,0,0,0,1.0,27,25.391098
42118,9281,216233,125.4,125.4,0,0,0,1.0,77,51.770992
24280,8095,245338,448.875,448.875,0,0,0,1.0,34,26.12206
129418,8063,219029,260.775,295.6875,0,0,1,0.8819277108433734,56,33.224358
11737,8392,216233,110.4375,110.4375,0,0,0,1.0,32,34.041847
52401,9164,216233,116.1375,133.95,0,0,1,0.8670212765957448,66,53.58787
27085,9279,217390,151.05,151.05,0,0,0,1.0,24,31.855082
110467,9532,219844,232.9875,232.9875,0,0,0,1.0,21,30.92856
136608,8991,320485,205.9125,205.9125,0,0,0,1.0,37,38.42372
89546,9439,219009,194.5125,194.5125,0,0,0,1.0,31,37.84069
52134,8317,217390,163.875,163.875,0,0,0,1.0,52,44.538757
100640,8317,216419,87.6375,89.0625,0,1,1,0.984,50,52.585026
128844,9432,219009,175.275,175.275,0,0,0,1.0,100,82.79981
68744,9430,222087,174.5625,234.4125,0,0,1,0.7446808510638298,67,57.495724
108235,9632,217390,133.95,136.0875,1,0,1,0.9842931937172774,36,27.485716
110112,9112,219009,221.5875,221.5875,0,0,0,1.0,164,119.10966
132391,9498,216418,68.4,68.4,0,0,0,1.0,22,36.413403
15837,9632,219029,295.6875,295.6875,0,0,0,1.0,27,23.885471
16897,9498,219009,220.875,220.875,0,0,0,1.0,49,77.06987
9293,8063,216233,116.85,116.85,0,0,0,1.0,36,35.26967
134813,9680,219009,187.3875,187.3875,0,0,0,1.0,70,46.131126
66943,9954,217217,232.275,232.275,0,0,0,1.0,5,10.563149
145978,9190,327492,109.725,109.725,0,0,0,1.0,13,11.456234
2996,9479,320485,177.4125,177.4125,0,0,0,1.0,43,41.978985
45175,8121,219844,232.9875,232.9875,0,0,0,1.0,21,20.399479
81669,9632,216233,132.525,132.525,0,0,0,1.0,24,31.874195
41294,9731,222765,234.4125,234.4125,0,0,0,1.0,32,33.9344
6695,9813,217217,231.5625,231.5625,0,0,0,1.0,19,22.796898
32587,8438,217217,230.85,230.85,0,0,0,1.0,11,20.467316
127790,9532,217217,226.575,227.2875,1,0,1,0.9968652037617555,38,45.50842
9582,8911,245387,428.925,428.925,0,0,0,1.0,18,14.574448
119016,8063,216418,68.4,86.925,1,0,1,0.7868852459016394,78,63.562572
57639,9880,300021,69.825,88.35,0,0,1,0.7903225806451614,52,24.072145
23136,8094,219844,237.2625,237.2625,0,0,0,1.0,9,17.361422
44519,9425,679023,204.4875,204.4875,0,0,0,1.0,18,10.773422
10801,9132,223245,185.9625,185.9625,0,0,0,1.0,44,66.03778
89931,9845,547934,155.325,177.4125,0,0,1,0.8755020080321285,44,32.895576
140929,8095,320485,177.4125,213.0375,0,0,1,0.8327759197324415,48,43.32691
84885,9371,300021,106.875,106.1625,0,1,0,1.0067114093959733,58,45.739574
118586,9611,216418,108.3,108.3,0,0,0,1.0,273,207.581
21580,9611,398721,448.1625,448.1625,0,0,0,1.0,9,10.151243
26130,9490,245338,469.5375,469.5375,0,0,0,1.0,4,11.1305895
7412,9250,216233,116.85,133.2375,0,1,1,0.8770053475935827,105,89.632164
41791,8398,245338,318.4875,498.0375,1,1,1,0.6394849785407726,261,175.49976
58525,9672,245338,498.0375,498.0375,0,0,0,1.0,9,17.617085
43506,9672,222087,220.875,220.875,0,0,0,1.0,55,49.356792
108928,9043,223153,236.55,236.55,0,0,0,1.0,25,14.396657
81966,9954,223153,142.5,212.325,1,0,1,0.6711409395973155,82,126.43687
29771,9770,320485,205.9125,205.9125,0,0,0,1.0,9,8.3705845
122607,8319,217390,160.3125,160.3125,0,0,0,1.0,14,19.740103
129732,9092,222765,227.2875,227.2875,0,0,0,1.0,32,38.16667
102940,8218,216233,109.725,128.9625,0,0,1,0.8508287292817679,18,31.83079
133477,9436,217777,228.7125,228.7125,0,0,0,1.0,19,22.72209
138181,9532,300021,84.7875,84.7875,0,0,0,1.0,25,27.852509
55838,9132,216419,66.975,71.25,1,0,1,0.94,31,32.133484
106020,9813,216418,82.65,82.65,0,0,0,1.0,17,25.013395
41600,8095,378934,205.9125,205.9125,0,0,0,1.0,11,12.340085
117732,9890,216418,108.3,108.3,0,0,0,1.0,75,75.30617
94644,9890,547934,177.4125,177.4125,0,0,0,1.0,5,7.9020357
10259,9876,217390,166.725,166.725,0,0,0,1.0,14,16.957172
113399,8398,398721,391.875,498.0375,1,1,1,0.7868383404864091,26,33.832687
107521,8222,216418,104.025,104.025,0,0,0,1.0,232,159.10023
134127,8218,217217,226.575,226.575,0,0,0,1.0,27,12.457024
133713,9745,547934,177.4125,177.4125,0,0,0,1.0,15,21.79224
56946,9043,217390,141.7875,168.15,0,0,1,0.8432203389830508,64,77.00564
131085,9371,300021,108.3,108.3,0,0,0,1.0,23,33.708103
53942,9613,245338,337.725,498.0375,0,0,1,0.6781115879828327,133,94.283875
135461,8991,600934,533.6625,533.6625,0,0,0,1.0,5,7.4718513
69247,9909,245387,498.0375,498.0375,0,0,0,1.0,42,36.197933
60743,9479,219009,198.7875,198.7875,0,0,0,1.0,87,72.80299
125181,9178,219009,180.975,180.975,0,0,0,1.0,32,42.475563
141498,9442,222765,254.3625,254.3625,0,0,0,1.0,37,35.649044
12284,9532,216418,84.075,84.075,0,0,0,1.0,26,52.703167
53557,9164,217390,166.725,166.725,0,0,0,1.0,71,73.39754
136970,9479,217217,237.2625,237.2625,0,0,0,1.0,4,11.409709
55821,9112,216419,88.35,102.6,0,0,1,0.861111111111111,289,266.9284
69887,9442,222087,171.7125,234.4125,0,0,1,0.7325227963525837,60,52.04
72664,9880,320485,205.9125,205.9125,0,0,0,1.0,22,26.169027
19444,9837,223153,213.0375,213.0375,0,0,0,1.0,11,23.367373
26724,8317,217390,168.15,168.15,0,0,0,1.0,47,47.709534
98741,9328,547934,177.4125,177.4125,0,0,0,1.0,16,9.886081
28759,9879,222765,240.825,240.825,0,0,0,1.0,14,14.312928
93958,9132,219029,174.5625,295.6875,1,0,1,0.5903614457831325,215,29.476927
57510,9813,216418,69.1125,86.2125,0,0,1,0.8016528925619834,70,33.778122
144042,9632,219029,309.9375,309.9375,0,0,0,1.0,29,24.049732
105216,8222,216233,116.85,133.2375,0,0,1,0.8770053475935827,107,112.80947
27021,9190,222087,205.9125,205.9125,0,0,0,1.0,48,75.18876
60488,9164,219009,193.8,193.8,0,0,0,1.0,85,80.75964
122166,9770,217390,133.95,133.95,0,0,0,1.0,18,18.950226
81990,9984,300021,87.6375,87.6375,0,0,0,1.0,21,26.60064
78224,9680,245387,469.5375,469.5375,0,0,0,1.0,9,6.591702
138486,9879,223153,235.8375,235.8375,0,0,0,1.0,12,12.294231
140138,9112,216425,141.075,141.075,0,0,0,1.0,73,64.01712
18349,9876,222087,223.725,223.725,0,0,0,1.0,27,25.59947
118265,9190,219029,312.7875,312.7875,0,0,0,1.0,31,44.90287
68770,9425,222765,178.125,205.2,0,0,1,0.8680555555555556,66,39.020973
45315,8555,223153,201.6375,201.6375,0,0,0,1.0,33,17.903433
45165,8222,398721,318.4875,498.0375,0,0,1,0.6394849785407726,38,39.196575
65955,8222,398721,498.0375,498.0375,0,0,0,1.0,13,10.929905
90679,9442,223245,143.2125,177.4125,1,1,1,0.8072289156626506,94,104.02063
127752,9481,219029,182.4,327.0375,1,1,1,0.5577342047930283,287,271.7786
69473,8317,679023,213.0375,213.0375,0,0,0,1.0,27,22.012098
59407,9273,217217,210.1875,219.45,1,1,1,0.9577922077922079,65,46.35171
107446,8094,216425,116.1375,116.1375,0,0,0,1.0,31,30.643728
120584,9221,216418,86.925,86.925,0,0,0,1.0,38,30.202036
126625,9498,222765,178.125,227.2875,1,1,1,0.7836990595611285,51,90.359055
146835,8218,222087,223.725,223.725,0,0,0,1.0,19,25.226986
49003,9250,245387,498.0375,498.0375,0,0,0,1.0,10,18.862709
80531,9680,222765,205.2,205.2,0,0,0,1.0,4,21.667994
67608,9425,216425,109.0125,130.3875,0,0,1,0.8360655737704918,11,8.872468
6974,8094,223153,213.0375,213.0375,0,0,0,1.0,32,34.263634
12071,9279,217217,232.275,284.2875,0,1,1,0.8170426065162907,37,50.288933
45396,9043,217390,141.075,168.15,0,0,1,0.8389830508474575,90,82.50088
45431,9112,219844,289.275,331.3125,0,0,1,0.8731182795698924,12,20.150822
93221,9632,219009,194.5125,194.5125,0,0,0,1.0,60,76.244064
46681,9250,216425,134.6625,134.6625,0,0,0,1.0,31,45.42161
120614,9250,245338,498.0375,498.0375,0,0,0,1.0,18,20.6203
38487,9092,222765,205.2,205.2,0,0,0,1.0,54,52.017025
94960,8438,219009,187.3875,187.3875,0,0,0,1.0,123,113.576065
18749,8555,223245,205.9125,205.9125,0,0,0,1.0,17,22.832588
56928,8911,217390,138.9375,158.8875,0,0,1,0.8744394618834082,15,29.657278
132167,9273,216419,68.4,68.4,0,0,0,1.0,30,50.45279
126601,9481,245338,498.0375,498.0375,0,0,0,1.0,26,20.787033
67735,9532,222087,147.4875,231.5625,0,0,1,0.6369230769230769,41,45.736877
19392,9789,245387,469.5375,469.5375,0,0,0,1.0,12,7.6644926
119767,9613,219009,213.75,213.75,0,0,0,1.0,122,105.48018
13125,9147,245338,391.1625,426.7875,1,0,1,0.9165275459098498,45,39.756012
10162,9813,219844,235.125,235.125,0,0,0,1.0,23,17.388432
49010,9273,216233,126.1125,126.1125,0,0,0,1.0,41,39.42644
131264,9532,223153,235.8375,235.8375,0,0,0,1.0,16,19.659912
40620,8392,245338,469.5375,469.5375,0,0,0,1.0,6,6.0923285
22990,9880,216425,110.4375,133.2375,0,0,1,0.8288770053475936,21,27.88131
108680,8222,216425,118.275,118.275,0,0,0,1.0,58,80.18635
67292,8869,223153,213.0375,213.0375,0,0,0,1.0,31,21.596243
46170,9961,216233,133.2375,133.2375,0,0,0,1.0,55,54.943375
103458,9456,216425,118.9875,118.9875,0,0,0,1.0,4,10.636459
75844,9672,219009,203.0625,203.0625,0,0,0,1.0,43,58.95539
86601,9961,378934,213.0375,213.0375,0,0,0,1.0,7,10.819858
123652,8063,547934,177.4125,177.4125,0,0,0,1.0,2,6.511503
27593,9876,223153,210.1875,212.325,0,1,1,0.9899328859060403,52,91.893326
131315,9613,216233,115.425,133.95,1,1,1,0.8617021276595745,118,137.28806
66362,9279,320485,205.9125,205.9125,0,0,0,1.0,16,18.711847
97705,9479,222087,218.025,218.025,0,0,0,1.0,41,40.008003
65989,8218,245338,469.5375,469.5375,0,0,0,1.0,11,12.407094
35142,9250,223153,172.425,227.2875,0,1,1,0.7586206896551725,200,93.2789
140433,9479,216233,131.1,131.1,0,0,0,1.0,36,28.396437
126929,9879,217390,159.6,159.6,0,0,0,1.0,12,24.161697
27600,9879,217777,229.425,229.425,0,0,0,1.0,16,23.959345
65786,9954,216233,113.2875,113.2875,0,0,0,1.0,42,34.065403
120996,9745,216425,105.45,117.5625,0,0,1,0.896969696969697,42,39.439625
109622,9880,219029,312.7875,312.7875,0,0,0,1.0,44,28.486723
122230,9837,216425,117.5625,117.5625,0,0,0,1.0,37,44.51307
38338,8400,223245,191.6625,191.6625,0,0,0,1.0,29,54.745712
140611,9713,378934,213.0375,213.0375,0,0,0,1.0,9,11.971564
26963,9132,216419,68.4,84.075,0,0,1,0.8135593220338984,12,14.849003
85864,9112,245387,355.5375,498.0375,1,1,1,0.7138769670958512,69,65.07438
118860,9880,219844,208.05,231.5625,0,1,1,0.8984615384615385,57,56.710194
7832,9789,216233,118.275,134.6625,0,0,1,0.8783068783068784,23,29.430264
7693,9672,216418,105.45,105.45,0,0,0,1.0,48,73.67982
109352,9611,219009,178.125,222.3,0,0,1,0.8012820512820512,159,141.40677
16422,8438,222087,204.4875,204.4875,0,0,0,1.0,57,61.75093
23296,8398,216418,87.6375,87.6375,0,0,0,1.0,97,96.519806
119040,8023,216233,117.5625,117.5625,0,0,0,1.0,133,116.07197
124508,9813,219009,195.225,195.225,0,0,0,1.0,77,58.689503
2783,9221,222087,227.2875,227.2875,0,0,0,1.0,23,23.433685
86702,8023,219009,223.725,223.725,0,0,0,1.0,192,190.8238
143935,9490,222087,188.1,241.5375,0,0,1,0.7787610619469026,40,37.61
110658,9823,327492,111.15,111.15,0,0,0,1.0,11,21.199297
13519,9632,216418,84.075,84.075,0,0,0,1.0,28,23.60641
19354,9745,216419,89.0625,98.325,0,1,1,0.9057971014492754,137,137.90265
55858,9147,223245,227.2875,227.2875,0,0,0,1.0,19,29.136505
138487,9880,216418,86.2125,86.2125,0,0,0,1.0,69,59.24662
93612,8063,219009,194.5125,194.5125,0,0,0,1.0,60,82.33976
139798,8094,223245,241.5375,241.5375,0,0,0,1.0,31,41.98016
83427,8555,219029,295.6875,295.6875,0,0,0,1.0,5,14.42784
72923,8317,216233,132.525,132.525,0,0,0,1.0,41,55.91447
24938,9479,219009,213.0375,213.0375,0,0,0,1.0,66,63.18351
26778,8400,216418,118.9875,118.9875,0,0,0,1.0,24,34.1099
78795,8438,222765,178.125,240.825,0,0,1,0.7396449704142012,74,76.60858
56769,8317,546789,213.0375,213.0375,0,0,0,1.0,31,35.000584
108622,8063,216419,87.6375,87.6375,0,0,0,1.0,38,33.851257
101590,9954,216425,115.425,130.3875,0,0,1,0.8852459016393444,15,22.36555
134472,9250,223153,236.55,236.55,0,0,0,1.0,13,22.840628
143657,9164,245338,469.5375,469.5375,0,0,0,1.0,20,23.465034
49682,8095,219029,327.0375,327.0375,0,0,0,1.0,63,63.288548
59581,9479,216419,70.5375,83.3625,1,1,1,0.8461538461538461,181,175.32536
32221,9879,219009,206.625,206.625,0,0,0,1.0,16,38.178844
142968,9789,217390,131.8125,170.2875,1,0,1,0.7740585774058578,45,36.06879
32180,9845,245338,533.6625,533.6625,0,0,0,1.0,29,31.512026
7416,9250,219029,317.0625,317.0625,0,0,0,1.0,51,44.03721
76261,8094,216425,128.9625,128.9625,0,0,0,1.0,24,23.670135
63498,9961,219029,327.0375,327.0375,0,0,0,1.0,46,45.713432
95686,9809,222765,234.4125,234.4125,0,0,0,1.0,48,58.236904
43799,9881,216425,131.1,131.1,0,0,0,1.0,26,38.89954
64764,8023,223153,223.0125,223.0125,0,0,0,1.0,63,46.91323
41363,9823,219844,337.725,337.725,0,0,0,1.0,28,15.555427
2771,9190,223153,213.0375,213.0375,0,0,0,1.0,39,27.059692
67927,9823,217777,337.725,337.725,0,0,0,1.0,12,9.240676
44369,9250,216419,104.025,99.0375,0,1,0,1.050359712230216,179,141.70935
39700,9164,222087,213.75,213.75,0,0,0,1.0,18,64.53161
120414,8869,216233,118.9875,118.9875,0,0,0,1.0,62,59.012844
86256,9611,378934,213.0375,213.0375,0,0,0,1.0,37,28.455837
87006,9112,216419,105.45,105.45,0,0,0,1.0,154,151.75624
148778,9823,219844,257.2125,376.9125,1,0,1,0.6824196597353496,45,41.896484
73049,8562,223245,197.3625,197.3625,0,0,0,1.0,41,56.398132
16232,8063,222765,205.2,205.2,0,0,0,1.0,32,41.197735
68777,9432,300021,86.2125,70.5375,0,1,0,1.2222222222222223,51,60.720623
1934,9611,216425,132.525,132.525,0,0,0,1.0,53,50.482327
76921,9479,245387,469.5375,469.5375,0,0,0,1.0,9,8.032097
31504,8991,378934,205.9125,205.9125,0,0,0,1.0,28,36.13726
19379,9770,245387,469.5375,469.5375,0,0,0,1.0,10,11.722051
16429,8438,245387,469.5375,469.5375,0,0,0,1.0,19,12.676346
16162,9984,320485,177.4125,177.4125,0,0,0,1.0,30,32.569866
90062,9961,219009,221.5875,221.5875,0,0,0,1.0,72,89.08127
134016,8094,219844,234.4125,234.4125,0,0,0,1.0,22,20.690783
22786,9700,216418,105.45,105.45,0,0,0,1.0,8,13.197947
64423,9770,223153,212.325,212.325,0,0,0,1.0,47,32.963093
125558,9632,216425,128.25,128.25,0,0,0,1.0,2,12.698663
79107,9328,546789,213.0375,213.0375,0,0,0,1.0,12,12.889458
95015,8869,679023,210.9,210.9,0,0,0,1.0,25,19.86665
120480,9043,547934,177.4125,177.4125,0,0,0,1.0,10,10.353599
47399,8094,223153,227.2875,227.2875,0,0,0,1.0,24,34.095566
79490,9823,547934,177.4125,177.4125,0,0,0,1.0,41,28.924532
3548,8023,223245,213.0375,213.0375,0,0,0,1.0,70,80.1499
146646,9954,223153,212.325,212.325,0,0,0,1.0,25,33.136387
47765,9147,300021,106.1625,106.1625,0,0,0,1.0,18,74.034904
109917,8392,222087,232.9875,232.9875,0,0,0,1.0,20,20.016672
107101,9700,216418,106.875,106.875,0,0,0,1.0,9,9.688545
50949,8121,217777,235.8375,235.8375,0,0,0,1.0,20,20.535389
107047,9611,222765,234.4125,234.4125,0,0,0,1.0,69,67.04497
16254,8023,223153,228.0,228.0,0,0,0,1.0,34,42.849224
61230,8095,219844,208.7625,340.575,0,1,1,0.6129707112970711,116,164.30006
105229,8121,216418,88.35,88.35,0,0,0,1.0,42,42.61484
54993,9490,216419,69.825,88.35,1,0,1,0.7903225806451614,97,80.501686
140252,9273,216419,86.925,86.925,0,0,0,1.0,25,30.261913
142111,8094,245387,483.7875,483.7875,0,0,0,1.0,20,12.169546
106979,9490,223245,235.8375,235.8375,0,0,0,1.0,28,23.92674
22684,9532,217390,164.5875,164.5875,0,0,0,1.0,47,43.761127
146871,8392,216425,126.825,126.825,0,0,0,1.0,8,13.795258
61345,8121,219844,233.7,235.8375,0,1,1,0.9909365558912386,33,35.55842
136204,9881,219029,341.2875,341.2875,0,0,0,1.0,34,38.61975
136577,8562,245387,512.2875,512.2875,0,0,0,1.0,1,7.2907557
125002,8555,216418,72.675,88.35,0,1,1,0.8225806451612904,45,35.232067
119740,9672,245338,498.0375,498.0375,0,0,0,1.0,17,17.617085
99198,9876,219029,295.6875,295.6875,0,0,0,1.0,36,32.079887
135609,9221,378934,205.9125,205.9125,0,0,0,1.0,10,11.585595
41799,8400,219009,226.575,226.575,0,0,0,1.0,48,41.94741
66016,8319,222087,180.2625,234.4125,0,0,1,0.7689969604863222,19,14.490659
143369,8218,219029,309.9375,309.9375,0,0,0,1.0,15,13.836499
129785,9164,216425,118.275,133.95,0,1,1,0.8829787234042554,52,54.12437
18562,8023,222765,234.4125,234.4125,0,0,0,1.0,130,124.518425
9456,8400,216425,116.85,133.2375,0,0,1,0.8770053475935827,81,45.28184
150131,9961,245338,356.9625,469.5375,1,0,1,0.7602427921092564,127,86.21777
38580,9221,300021,89.0625,89.0625,0,0,0,1.0,7,8.502802
55990,9328,216419,70.5375,87.6375,1,0,1,0.8048780487804877,55,85.65722
81562,9490,217390,156.75,156.75,0,0,0,1.0,21,25.339321
64798,8222,222765,222.3,222.3,0,0,0,1.0,87,80.862976
8089,8091,217390,168.15,168.15,0,0,0,1.0,21,20.457958
47804,9190,216425,133.2375,133.2375,0,0,0,1.0,34,25.654682
112891,9713,378934,213.0375,213.0375,0,0,0,1.0,18,11.971564
9461,8400,222087,174.5625,227.2875,0,0,1,0.768025078369906,82,34.002056
12978,8562,216419,104.7375,104.025,0,1,0,1.0068493150684932,168,117.55811
97172,8218,223245,213.0375,213.0375,0,0,0,1.0,28,30.369808
138049,9430,245338,512.2875,512.2875,0,0,0,1.0,8,8.893899
52743,9672,217390,166.725,166.725,0,0,0,1.0,43,62.345974
101882,8438,216419,86.925,86.925,0,0,0,1.0,55,67.29238
117973,8317,222087,218.7375,218.7375,0,0,0,1.0,53,87.65256
83684,9279,219009,189.525,189.525,0,0,0,1.0,59,72.47071
24572,8991,222087,211.6125,211.6125,0,0,0,1.0,53,55.3254
132023,9043,219029,341.2875,341.2875,0,0,0,1.0,9,23.581758
58309,9328,219029,312.7875,312.7875,0,0,0,1.0,21,18.570679
125024,8562,223245,200.2125,236.55,0,0,1,0.8463855421686747,51,41.84025
77398,8095,216233,118.275,133.95,0,0,1,0.8829787234042554,107,108.771355
127518,9221,217390,158.8875,158.8875,0,0,0,1.0,22,32.577393
68715,9371,300021,104.7375,106.1625,0,1,1,0.9865771812080537,57,45.499474
31380,8392,245338,469.5375,469.5375,0,0,0,1.0,10,6.0923285
125330,9442,547934,177.4125,177.4125,0,0,0,1.0,16,13.318337
15842,9632,245338,469.5375,469.5375,0,0,0,1.0,9,14.459382
35533,9745,222765,234.4125,234.4125,0,0,0,1.0,48,43.939205
79611,9881,320485,213.0375,213.0375,0,0,0,1.0,19,18.496754
78082,9481,216425,118.275,118.275,0,0,0,1.0,52,70.85204
95884,8095,320485,213.0375,213.0375,0,1,0,1.0,31,28.643715
118620,9613,398721,498.0375,498.0375,0,0,0,1.0,29,10.064382
134424,9178,223153,212.325,212.325,0,0,0,1.0,23,31.964664
49243,9498,245338,469.5375,469.5375,0,0,0,1.0,15,12.877539
101674,8094,217217,228.7125,228.7125,0,0,0,1.0,19,23.229776
22034,8023,547934,177.4125,177.4125,0,0,0,1.0,62,44.8452
19792,8317,216425,114.7125,119.7,1,0,1,0.9583333333333334,61,20.829391
62516,8218,217390,137.5125,137.5125,0,0,0,1.0,35,23.638748
109060,9250,222765,178.8375,219.45,0,0,1,0.814935064935065,79,97.15484
117250,9430,216233,118.9875,118.9875,0,0,0,1.0,32,40.437588
9630,9112,320485,177.4125,205.9125,0,1,1,0.8615916955017301,122,77.079414
111436,9328,217777,231.5625,231.5625,0,0,0,1.0,16,14.054631
99638,8991,300021,85.5,85.5,0,0,0,1.0,17,38.33367
56449,9872,320485,205.9125,205.9125,0,0,0,1.0,112,51.87528
101482,9872,216418,88.35,88.35,0,0,0,1.0,93,82.92364
146357,9632,245338,375.4875,483.7875,1,1,1,0.7761413843888071,24,27.833986
65096,9147,222087,153.1875,234.4125,0,0,1,0.6534954407294833,90,62.283203
43062,8991,547934,158.175,158.175,0,0,0,1.0,10,17.834534
106524,8555,216233,113.2875,113.2875,0,0,0,1.0,20,29.766298
37164,8398,222087,151.05,227.2875,0,0,1,0.664576802507837,86,62.470757
95570,9713,245387,498.0375,498.0375,0,0,0,1.0,23,12.580782
133581,9578,216233,118.9875,133.95,1,1,1,0.8882978723404256,38,50.95954
143469,8438,219844,235.125,235.125,0,0,0,1.0,41,29.076536
58887,9961,547934,177.4125,177.4125,0,0,0,1.0,18,13.164691
74064,8218,216425,128.9625,128.9625,0,0,0,1.0,7,8.840768
41222,9613,300021,104.7375,119.7,0,1,1,0.875,41,71.29461
124189,9430,245338,355.5375,498.0375,0,0,1,0.7138769670958512,49,34.132233
125075,8911,219844,208.05,208.05,0,0,0,1.0,25,23.117474
87046,9147,547934,177.4125,177.4125,0,0,0,1.0,19,13.028625
107429,8095,217390,140.3625,167.4375,1,0,1,0.8382978723404256,195,183.60274
71487,9879,216425,126.1125,126.1125,0,0,0,1.0,4,17.965498
100278,9823,245338,355.5375,498.0375,0,0,1,0.7138769670958512,69,77.68901
81822,9809,217390,141.075,141.075,0,0,0,1.0,93,75.52666
104344,9112,245387,355.5375,498.0375,0,0,1,0.7138769670958512,29,32.14757
128608,9132,219029,191.6625,295.6875,1,1,1,0.6481927710843374,69,105.34611
24898,9432,222765,205.2,205.2,0,0,0,1.0,22,35.55929
27594,9876,245338,469.5375,469.5375,0,0,0,1.0,25,15.592051
122028,9578,216418,104.025,104.025,0,0,0,1.0,40,49.852512
38204,8023,547934,177.4125,177.4125,0,0,0,1.0,34,44.8452
55225,9823,219029,327.0375,327.0375,0,0,0,1.0,79,90.635765
132626,9837,216233,118.275,134.6625,0,1,1,0.8783068783068784,101,82.565956
20088,9190,217777,230.85,236.55,1,1,1,0.9759036144578312,14,35.344875
16314,8218,216425,129.675,129.675,0,0,0,1.0,11,9.450886
